"title","body","isPullRequest","labels"
"4.2: Crash after login","## Issue  **Impacted version**: 4.2.0  **Deployment mode**: _standalone app_  **Problem description**: I have just updated to the latest version. After the login I get the following error:  ``` org.h2.jdbc.JdbcSQLException: Column ""X21.ALLOW_WIKI_EDITING"" not found; SQL statement: CREATE FORCE VIEW PUBLIC._3 AS SELECT     X21.UPDATED_DATE AS X22,     X21.ALLOW_WIKI_EDITING AS X23,     X21.EXTERNAL_ISSUES_URL AS X24,     X21.PARENT_REPOSITORY_NAME AS X25,     X21.EXTERNAL_WIKI_URL AS X26,     X21.DEFAULT_BRANCH AS X27,     X21.DESCRIPTION AS X28,     X21.ORIGIN_REPOSITORY_NAME AS X29,     X21.ORIGIN_USER_NAME AS X30,     X21.PARENT_USER_NAME AS X31,     X21.PRIVATE AS X32,     X21.REPOSITORY_NAME AS X33,     X21.USER_NAME AS X34,     X21.ENABLE_WIKI AS X35,     X21.ENABLE_ISSUES AS X36,     X21.REGISTERED_DATE AS X37,     X21.LAST_ACTIVITY_DATE AS X38 FROM PUBLIC.REPOSITORY X21 [42122-192]     at org.h2.message.DbException.getJdbcSQLException(DbException.java:345)     at org.h2.message.DbException.get(DbException.java:179)     at org.h2.message.DbException.get(DbException.java:155)     at org.h2.expression.ExpressionColumn.optimize(ExpressionColumn.java:147)     at org.h2.expression.Alias.optimize(Alias.java:51)     at org.h2.command.dml.Select.prepare(Select.java:852)     at org.h2.command.Parser.prepare(Parser.java:239)     at org.h2.engine.Session.prepare(Session.java:525)     at org.h2.engine.Session.prepare(Session.java:512)     at org.h2.table.TableView.compileViewQuery(TableView.java:105)     at org.h2.table.TableView.initColumnsAndTables(TableView.java:156)     at org.h2.table.TableView.init(TableView.java:98)     at org.h2.table.TableView.<init>(TableView.java:65)     at org.h2.table.TableView.createTempView(TableView.java:534)     at org.h2.command.Parser.readTableFilter(Parser.java:1192)     at org.h2.command.Parser.readJoin(Parser.java:1549)     at org.h2.command.Parser.parseJoinTableFilter(Parser.java:1941)     at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1897)     at org.h2.command.Parser.parseSelectSimple(Parser.java:2044)     at org.h2.command.Parser.parseSelectSub(Parser.java:1890)     at org.h2.command.Parser.parseSelectUnion(Parser.java:1711)     at org.h2.command.Parser.readTableFilter(Parser.java:1181)     at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1896)     at org.h2.command.Parser.parseSelectSimple(Parser.java:2044)     at org.h2.command.Parser.parseSelectSub(Parser.java:1890)     at org.h2.command.Parser.parseSelectUnion(Parser.java:1711)     at org.h2.command.Parser.parseSelect(Parser.java:1699)     at org.h2.command.Parser.parsePrepared(Parser.java:445)     at org.h2.command.Parser.parse(Parser.java:317)     at org.h2.command.Parser.parse(Parser.java:289)     at org.h2.command.Parser.prepareCommand(Parser.java:254)     at org.h2.engine.Session.prepareLocal(Session.java:560)     at org.h2.engine.Session.prepareCommand(Session.java:501)     at org.h2.jdbc.JdbcConnection.prepareCommand(JdbcConnection.java:1202)     at org.h2.jdbc.JdbcPreparedStatement.<init>(JdbcPreparedStatement.java:73)     at org.h2.jdbc.JdbcConnection.prepareStatement(JdbcConnection.java:679)     at com.zaxxer.hikari.pool.ProxyConnection.prepareStatement(ProxyConnection.java:323)     at com.zaxxer.hikari.pool.HikariProxyConnection.prepareStatement(HikariProxyConnection.java)     at scala.slick.jdbc.JdbcBackend$SessionDef$class.prepareStatement(JdbcBackend.scala:152)     at scala.slick.jdbc.JdbcBackend$BaseSession.prepareStatement(JdbcBackend.scala:389)     at scala.slick.jdbc.StatementInvoker.results(StatementInvoker.scala:32)     at scala.slick.jdbc.StatementInvoker.iteratorTo(StatementInvoker.scala:22)     at scala.slick.jdbc.Invoker$class.foreach(Invoker.scala:64)     at scala.slick.jdbc.StatementInvoker.foreach(StatementInvoker.scala:16)     at scala.slick.jdbc.Invoker$class.build(Invoker.scala:47)     at scala.slick.jdbc.StatementInvoker.build(StatementInvoker.scala:16)     at scala.slick.jdbc.Invoker$class.list(Invoker.scala:39)     at scala.slick.jdbc.StatementInvoker.list(StatementInvoker.scala:16)     at gitbucket.core.service.ActivityService$class.getRecentActivitiesByOwners(ActivityService.scala:47)     at gitbucket.core.controller.IndexController.getRecentActivitiesByOwners(IndexController.scala:13)     at gitbucket.core.controller.IndexControllerBase$class.gitbucket$core$controller$IndexControllerBase$class$$$anonfun$3(IndexController.scala:52)     at org.scalatra.ScalatraBase$class.org$scalatra ``` ","false",
"handle empty password for JSON webhook tests, fixes #1168","### Before submitting a pull-request to Gitbucket I have first: - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are ~~passing~~, some are failing due to missing postgre installation - [x] [marked as closed](https://help.github.com/articles/closing-issues-via-commit-messages/) all issue ID that this PR should correct  Last correction didn't included the fix for the JSON mime type ","true",
"Upgrade 3.8 -> 3.14 -> 4.1: Dreaded Plugin Issue","## Issue  **Impacted version**: 3.8 Trying to get to 4.1  **Deployment mode**: Standalone  **Problem description**:  Trying to get from 3.8 to 4.1 by deploying new. war files in a standalone environment.   First try says, ""You have to go through 3.14 first"" - I guess to do some kind of DB table updates?  OK, but trying that gives me the dreaded:     ERROR gitbucket.core.plugin.PluginRegistry - Error during plugin initialization  And a very noisy Java traceback.  What am I missing here? ","false",
"XSS pentest result a 500 Internal server error","## Issue  **Impacted version**: 4.0.0  **Deployment mode**: *explain here how you use gitbucket : standalone app  **Problem description**: The issue found when ran a pentest using Arachni  Arachni was running XSS pen testing as against the gitbucket that resulted in an HTTP/1.1 500 Internal Server Error being generated. This could be used as a DDOS attack.  Affected page is http://localhost:8080/assets/jetty-dir.css.   This issue can be reproduce using any web client tool. It printed out the whole stack with 500 internal server error. This response is really expensive, it can be used as DDOS attack.  GET /assets/jetty-dir.css HTTP/1.1 Host: localhost:8080 Accept-Encoding: gzip, deflate User-Agent: Arachni/v1.4 Accept: text/html,application/xhtml+xml,application/xml;q=0.9,_/_;q=0.8</textarea><some_dangerous_input_6d021dd51c85f09cd8d6e17b03c54d43/><!<textarea> Accept-Language: en-US,en;q=0.8,he;q=0.6 Cookie: JSESSIONID=1mdm4bv95om6v19t03xc7c3vhv  ![image](https://cloud.githubusercontent.com/assets/4400701/16324753/36584346-396c-11e6-8fc2-d9cad3d92617.png) ","false","waiting 4 user feedback"
"Bump patch version of Scalatra and some libs","This pull request bumps patch version of the following libraries. - Scalatra - jgit - logback - commons-compress - h2 - mysql-connector-java - HikariCP - tika-core - akka-actor ### Before submitting a pull-request to Gitbucket I have first: - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are passing - [x] squashed my commits as appropriate _(keep several commits if it is relevant to understand the PR)_ - [x] [marked as closed](https://help.github.com/articles/closing-issues-via-commit-messages/) all issue ID that this PR should correct ","true",
"Add link to gitbucket-network-plugin",,"true",
"Data import cause org.scalatra.servlet.SizeConstraintExceededException","I planned to switch database from H2 to MySQL 5.7. When I try to import data, caught org.scalatra.servlet.SizeConstraintExceededException. Export data file is 3,502,645 bytes length from H2 database on GitBucket 4.0 Data export xml format.   Stacktrace is [stacktrace.txt](https://github.com/gitbucket/gitbucket/files/310087/stacktrace.txt).   I use tomcat7 with apache2.4.7, mod_proxy_ajp.  As my concern, this problem caused by Servlet 3.0 multipart-config setting (cf. http://stackoverflow.com/questions/28564683/how-to-limit-uploaded-filesize-in-tomcat-servlet )  is missing or wrong on my environment.    Where to put multipart-config element ? ","false",
"Add/fix tooltips!","Please add tooltips in the GitBucket UI. Just too many actions/links don't have tooltips at all.  Those that have, are also rendered with inconsistent styles.  Thank you. ","false","improvement"
"Bug: Can't set Group Manager in 4.1","Hi,  In 4.1 (deployed in Tomcat 8 + Java 8 + H2) can't set the Group Manager. - I can add new users or remove them from the group - Toggling the ""Manager"" button and clicking ""Update Group"" will persist the changes except this ""manager"" information: all groups will be displayed only with members, no managers. - Analyzing the DB directly, for some of the groups and users, there will be a Manager flag set for some of the groups (not really related to what and administrator tried to click in the admin UI).  IMHO this bug is critical.  Thanks in advance. ","false","bug"
"Test SMTP Settings","Please add a ""Test SMTP Settings"" button that would send a Test email to the actual user, in order to check if everything is correctly configured.  Thank you. ","false","feature"
"H2 Console should be opened in a new Tab/Window","The H2 Console should be opened in a new Tab/Window (so `<a target=""_blank"" ...` ) because the H2 Console is a separate ""application"" than GitBucket itself (it does not and can't have the links and branding of GitBucket). ","false","improvement"
"Gravatar icons should be deactivated by default.","Since GitBucket ist for small teams and more towards intranet installations, IMHO the Gravatar icon should be deactivated by default so that unneeded requests are performed.  Thank you. ","false","improvement"
"assignee list cropped","View issue: The assignee list gets cropped according to the page length: ![image](https://cloud.githubusercontent.com/assets/2470016/15815942/64d49a8e-2bd0-11e6-954a-98e81d22c14e.png) ","false","bug"
"Add Garbage Collection option to Repository Settings","Would it be possible to add an aggressive garbage collection option to the repository settings?  I work with some large repositories and they start to slow down after a while if not gc'ed. ","false","feature"
"Default value of pull request title","If the pull request has 1 commit then commit message is displayed as the default value of the pull request title. Otherwise, the default value of the pull request title is generated from the branch name.  ![pull-request-title](https://cloud.githubusercontent.com/assets/1094760/15681782/aa41ad8a-2795-11e6-9a05-d98f48f18157.png) ### Before submitting a pull-request to Gitbucket I have first: - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are passing - [x] squashed my commits as appropriate _(keep several commits if it is relevant to understand the PR)_ - [x] [marked as closed](https://help.github.com/articles/closing-issues-via-commit-messages/) all issue ID that this PR should correct ","true","improvement"
"Add a footer","Gitbucket seems to be missing a footer from all pages (with links to help/contact/terms/about) ","false","improvement"
"Add global Help menu item or link.","Please add a global menu item to Gitbucket or a link from all pages to some offline help pages.  Right now there's doesn't sees to be any. Some useful info can be found in the `doc` directory and in the WIKI, but these should be deployed in the WAR.  Thank you. ","false","improvement"
"Update document about schema migration","We must update a developer guide about schema migration because the migration system has been moved to solidbase since GitBucket 4.0. https://github.com/gitbucket/gitbucket/blob/master/doc/auto_update.md ","false","task"
"Put crucial first time login info in the readme...","Great tool, thanks for creating it!  In order to spare the first time user a trip to the FAQ, you could add this tiny piece of crucial info right beneath the installation instruction:  > What's default root username and password? > root / root ","false",
"Show the number of commits on the branch.","## Issue  **Impacted version**: 4.0  **Deployment mode**: standalone  **Problem description**: - Show number of commits for the branch when landing on a repo's page for desktop & mobile. - Easy access to the commit history on mobile  See pic for mobile example: ![gitbucket-4 0](https://cloud.githubusercontent.com/assets/3624058/15632947/3f23c236-25a1-11e6-935b-b4b4a27f04c6.PNG) ","false","improvement"
"Got ""HTTP Status 404 - /gitbucket"" when upgrade to 4.0","I got error `HTTP Status 404 - /gitbucket` when upgrade to 4.0  ![gitbucket error](https://cloud.githubusercontent.com/assets/4495160/15626724/d7725a80-24f6-11e6-8855-b598b5aedeb6.PNG) ","false","question"
"Attachment link with different domains","## Attachment link  **Impacted version**: 4.0.0  **Deployment mode**: _standalone app_  I have deployed GitBucket in a server and I can access by two ways: - http://servername.domain.com:8080 - http://servername.intranet.domain:8080  When accessing from itnranet and attaching a new file, it generates a link like:  _http://servername.intranet.domain:8080/TestGroup/TestProject/_attached/1464264441738jaGNyDaafc_ The problem is that now, when I enter from the other domain, the link of the file is still the same, instead of _http://servername.domain.com:8080/TestGroup/TestProject/_attached/1464264441738jaGNyDaafc_, so the file (image in this case) is not showing. It requires to log in _servername.intranet.domain_ too.  Hope it helps, and thanks! ","false",
"Add support for proxy setting","I would like to use GitBucket properly behind a proxy server.  ``` export ""JAVA_TOOL_OPTIONS=-Dhttp.proxyHost=XXX.XXX.XXX -Dhttp.proxyPort=nnnn -Dhttps.proxyHost=XXX.XXX.XXX.XXX -Dhttps.proxyPort=nnn -Dhttp.nonProxyHosts=XXX.XXX.*"" ```  When using the HTTPClient builder use the useSystemProperties() method to enable the standard JVM -D proxy parameters. ","true","improvement"
"allow collaborators to administrate projects","## Issue  **Impacted version**: 3.X, 4.X  **Deployment mode**: not relevant  **Problem description**: I would like to be able to define project collaborators as being administrators for their project so that: - they can add and remove other collaborators - they can define commit rules & protect branches - they can, as administrator, bypass the above protection rules on purpose - the real platform administrator do not have to do such tasks for each project  Something simple like the following should be enough ![image](https://cloud.githubusercontent.com/assets/1119660/15532441/255fb330-2260-11e6-807b-a822d0c1d737.png) ","false",
"Enable request log in gitbucket","## How to enable jetty request log in gitbucket  **Impacted version**: 4.0.0  **Deployment mode**: _standalone (java -jar gitbucket.war)_  **Problem description**: As per issue #1109 , I created `~/Library/Java/Extensions/logback-test.xml`, in my Java classpath with the following content  ``` <?xml version=""1.0"" encoding=""UTF-8""?> <configuration debug=""false"">   <appender name=""STDOUT"" class=""ch.qos.logback.core.ConsoleAppender"">     <encoder>       <pattern>%h %l %u %user %date ""%r"" %s %b</pattern>     </encoder>   </appender>    <appender name=""FILE"" class=""ch.qos.logback.core.FileAppender"">     <file>/var/log/jetty/gitbucket.log</file>     <encoder>       <pattern>%d{HH:mm:ss.SSS} [%thread] %-5level %logger{36} - %msg%n</pattern>     </encoder>   </appender>   <root level=""INFO"">     <appender-ref ref=""FILE"" />   </root>    <logger name=""com.gitbucket"" level=""${gitbucket.logging.level:-INFO}""/> </configuration> ```  There is a log file at `/var/log/jetty/gitbucket.log`, but no request recorded. Only this  ``` 14:32:22.044 [main] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@67e13bd0{HTTP/1.1,[http/1.1]}{0.0.0.0:8080} 14:32:22.045 [main] INFO  org.eclipse.jetty.server.Server - Started @5124ms ```  I have also tried creating `src/main/webapp/jetty-logging.xml` with the the following contents  ``` <Configure id=""Server"" class=""org.eclipse.jetty.server.Server"">   <Set name=""RequestLog"">     <New id=""RequestLog"" class=""org.eclipse.jetty.server.AsyncNCSARequestLog"">       <Set name=""filename"">/var/log/jetty/yyyy_mm_dd.request.log</Set>       <Set name=""append"">true</Set>       <Set name=""extended"">false</Set>       <Set name=""LogTimeZone"">GMT</Set>     </New>   </Set> </Configure> ```  No log file produced.   Can anyone advise how can I enable request log for Jetty/gitbucket? ","false","question"
"remove -XX:MaxPermSize from java option","``` Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=256m; support was removed in 8.0 ``` ","true",
"fix jrebel integration","now Jrebel dose not work... ","true",
"fix #1192 Cannot disable option ""Require status checks to pass before…","fix #1192. ui improvement. 1. When status check not found, ""Require status checks .."" checkbox is disabled    ![when status check not found](https://cloud.githubusercontent.com/assets/18655/15463014/7eeb0da6-2101-11e6-816d-8edc5578e6a7.png) 2. When status check not selected and ""Require status checks .."" checked, submit button is disabled  ![when status check not selected](https://cloud.githubusercontent.com/assets/18655/15463018/80b2b238-2101-11e6-8bef-e62153a29cf4.png) 3. When status check selected and ""Require status checks .."" checked, submit button is enabled     ![selected](https://cloud.githubusercontent.com/assets/18655/15463020/82570d78-2101-11e6-9eff-a810e0948520.png) ","true","improvement"
"Fix source display on mobile devices","The raw/mobile/history buttons used to incorrectly overflow on mobile devices, obscuring the entire (!) source view. ","true","improvement"
